Fecha: 2024-05-30 15:05:03.660049, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:53:03.877676, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:53:04.218865, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 13:53:04.244005, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 13:53:04.261137, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 13:53:04.289423, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 13:56:10.626986, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:56:10.657831, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:56:10.705346, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:56:10.719936, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:56:10.747428, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:56:10.783377, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:56:10.802514, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: El valor de humedad es inferior al minimo permitido, Origen del sensor: Humedad, Tipo de alerta: Alta
Fecha: 2024-05-31 13:58:04.887035, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:58:05.019704, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:58:05.123305, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:58:48.027937, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 13:58:48.033397, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:58:48.142648, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:58:48.204790, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:58:48.217786, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:58:48.235051, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:58:48.284017, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 13:58:48.405154, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 13:58:48.462714, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 13:58:48.484388, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:10:24.964592, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:10:25.014635, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:10:25.034312, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:10:25.107183, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:10:25.120170, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:10:30.566041, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:10:30.580961, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:23:57.459344, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:23:57.482222, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:23:57.494410, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:23:57.505390, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:23:57.536807, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:23:57.567338, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:23:57.594896, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:23:57.697404, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:23:57.719295, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:23:57.740104, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:23:57.796393, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:23:57.907133, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:24:03.574360, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:24:03.602989, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:24:03.719736, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:24:06.648692, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:24:06.669305, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:24:06.681302, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:24:12.862273, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:24:12.879070, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:24:15.879187, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:24:17.574533, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:24:17.620106, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:24:17.634241, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:24:22.764111, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:24:22.788710, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:24:27.990847, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:24:28.000839, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:24:28.010047, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:24:28.631181, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:24:28.685906, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:24:28.697269, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:24:28.719454, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:28:50.752244, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:28:50.786889, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:28:50.805300, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:28:50.962411, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:28:50.987036, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:28:51.020522, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:28:51.052423, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:28:51.100409, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:28:51.161479, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:28:51.178477, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:28:51.194641, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:28:51.237625, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:13.988246, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:29:14.102529, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:14.160745, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:14.172744, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:14.181137, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:14.195229, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:14.207203, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:14.218586, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:14.226586, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:14.235587, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:39.039737, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:39.103878, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:39.149423, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:39.181248, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:29:39.344283, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: El valor de humedad es inferior al minimo permitido, Origen del sensor: Humedad, Tipo de alerta: Alta
Fecha: 2024-05-31 14:29:53.913020, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:29:53.937962, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:29:53.949017, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:33:24.226498, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:33:24.296423, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:33:24.352176, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:33:24.539771, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:33:24.682190, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:34:29.803388, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:34:29.868623, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:34:29.884642, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:34:29.909941, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:34:34.971565, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:34:34.996588, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:34:35.013253, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:34:35.109520, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:34:35.122510, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:34:35.144682, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:34:35.158685, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:34:35.173842, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:34:35.188841, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:34:35.204799, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:34:40.355075, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:34:40.368936, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:34:40.381855, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:34:40.393865, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 14:36:36.462194, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:36:36.475543, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:36:36.518536, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:36:36.526067, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:36:36.611218, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:36:36.624513, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:36:36.661140, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:36:36.746595, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:36:36.760063, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:36:56.496030, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:36:56.668073, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:36:56.679070, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:36:56.735108, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:37:16.484796, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:37:16.521817, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:37:21.790656, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:37:31.990500, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:37:32.009235, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:37:36.693273, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 14:37:36.867871, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 14:37:36.890998, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
Fecha: 2024-05-31 15:05:20.729092, Origen del sensor: humo, Tipo de alerta: Datos Incorrectos
Fecha: 2024-05-31 15:05:21.085758, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 15:05:21.111978, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 15:05:21.125130, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 15:05:21.146530, Origen del sensor: temperatura, Tipo de alerta: Alerta: temperatura fuera de rango
Fecha: 2024-05-31 15:05:21.273493, Origen del sensor: humedad, Tipo de alerta: Alerta: humedad fuera de rango
